Hospital Name,Address 1,City,State,ZIP Code,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia
FLORIDA HOSPITAL WAUCHULA,533 W CARLTON ST,WAUCHULA,FL,33873,Not Available,Not Available,14.7
SHANDS LIVE OAK REGIONAL MEDICAL CENTER,1100 SW 11TH ST,LIVE OAK,FL,32060,Not Available,19.1,19.1
CAMPBELLTON GRACEVILLE HOSPITAL,5429 COLLEGE DRIVE,GRACEVILLE,FL,32440,Not Available,16,15.9
LAKE BUTLER HOSPITAL HAND SURGERY CENTER,850 E MAIN ST,LAKE BUTLER,FL,32054,Not Available,Not Available,Not Available
DOCTORS MEMORIAL HOSPITAL,2600 HOSPITAL DR,BONIFAY,FL,32425,19.5,15.3,19.2
NORTHWEST FLORIDA COMMUNITY HOSPITAL,1360 BRICKYARD RD,CHIPLEY,FL,32428,Not Available,18.1,17.8
HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,CLEWISTON,FL,33440,Not Available,17.7,16.4
SHANDS STARKE REGIONAL MEDICAL CENTER,922 E CALL ST,STARKE,FL,32091,Not Available,15,15.7
FISHERMEN'S HOSPITAL,3301 OVERSEAS HWY,MARATHON,FL,33050,Not Available,15.4,16.1
MARINERS HOSPITAL,91500 OVERSEAS HIGHWAY,TAVERNIER,FL,33070,Not Available,13.7,14.6
HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,19.3,13.9,13.5
UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,19.5,18,22.1
SATILLA REGIONAL MEDICAL CENTER,410 DARLING AVENUE,WAYCROSS,GA,31501,19.9,15.2,15.5
HUTCHESON MEDICAL CENTER,100 GROSS CRESCENT,FORT OGLETHORPE,GA,30742,20.6,17.4,14.7
NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041,17.9,15.3,16.4
ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,30606,21.6,16.4,18.2
PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,17.5,17.6,14.7
NORTHSIDE HOSPITAL CHEROKEE,201 HOSPITAL ROAD,CANTON,GA,30114,22.3,15.8,14.6
EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,17.3,11.4,15.1
TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,CARROLLTON,GA,30117,20.2,16.9,15.1
TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,VILLA RICA,GA,30180,19.6,17.2,13.6
WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,24.7,11.6,16.2
NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,19.4,14.8,14.3
GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,18.3,18.1,13.5
CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,20.1,14.9,13.3
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,20.8,14.2,17.3
ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,18.8,15.6,17.1
COBB MEMORIAL HOSPITAL,577 FRANKLIN SPRINGS STREET,ROYSTON,GA,30662,Not Available,13.7,17.9
UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,18.6,13.8,14.4
"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,16.5,12.7,14.7
CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,20.8,14.2,17.9
SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,22.2,14.2,13.4
STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,TOCCOA,GA,30577,16.7,13,13.3
MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,20.3,15.4,19.7
WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,17.5,12.8,14.6
"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,18.5,14,15
JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,20.6,12.9,15.9
TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,20,17.8,17.4
NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,18.5,14.6,15.7
HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,GA,30535,22.6,15.9,14.6
WELLSTAR PAULDING HOSPITAL,600 W MEMORIAL DR,DALLAS,GA,30132,Not Available,14.4,15.2
ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,18.5,15.6,18.6
PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,AMERICUS,GA,31719,Not Available,16.5,16.7
BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,WINDER,GA,30680,Not Available,13.2,13.6
CLEARVIEW  REGIONAL MEDICAL CENTER,2151 WEST SPRING STREET,MONROE,GA,30655,21,17.4,16.1
MURRAY MEDICAL CENTER,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406",CHATSWORTH,GA,30705,Not Available,18.3,15.9
UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,BLAIRSVILLE,GA,30512,20.3,20.3,18.8
FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,22.2,16.4,14.6
HART COUNTY HOSPITAL,"138 W GIBSON STREET,  P O BOX 280",HARTWELL,GA,30643,Not Available,18.4,21.3
"MEDICAL CENTER, THE",710 CENTER ST BOX 951,COLUMBUS,GA,31901,20.6,16.5,22.6
HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,18.6,11.2,12.1
APPLING HOSPITAL,163 E TOLLISON STREET,BAXLEY,GA,31513,Not Available,16.5,16.3
DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,31750,20.3,16.3,17.8
ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,19.3,14.2,12.7
EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,20.5,15.6,22.9
DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,18.3,14.6,15.4
EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,18.1,11.6,14.4
GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,20.5,13,18.4
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,16.6,15.3,14.8
PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,16.1,11,11.3
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,SANDERSVILLE,GA,31082,Not Available,15.5,18.7
GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,17.7,12.1,12.1
COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,21.5,20,18.2
ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,20.3,14.6,18.4
DODGE COUNTY HOSPITAL,901 GRIFFIN AVE,EASTMAN,GA,31023,Not Available,15.7,13.3
TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,20.7,13.8,17.4
JEFFERSON HOSPITAL,1067 PEACHTREE ST,LOUISVILLE,GA,30434,Not Available,14.8,14.6
MEMORIAL HOSPITAL OF ADEL INC,706 N PARRISH,ADEL,GA,31620,Not Available,16,16.8
CRISP REGIONAL HOSPITAL,902 7TH STREET NORTH,CORDELE,GA,31015,21.3,13.5,16.2
COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,22,14.6,14.1
MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,19.1,12.6,13.1
EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,Not Available,13.8,17.8
MCDUFFIE REGIONAL MEDICAL CENTER,"521 HILL STREET, SW",THOMSON,GA,30824,Not Available,16.9,23.7
BERRIEN COUNTY HOSPITAL,1221 EAST MCPHERSON STREET,NASHVILLE,GA,31639,Not Available,15.8,18.8
BURKE MEDICAL CENTER,351 LIBERTY ST,WAYNESBORO,GA,30830,Not Available,14.2,20.4
ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,21.5,17.2,20
GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE",CAIRO,GA,39828,Not Available,19,17.8
SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,21.4,17.3,16.2
WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,18.6,15.2,15.7
FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,20.6,13.8,20.7
MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,21.1,12.6,13.6
"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,20.3,14.7,17.8
IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,GA,31774,Not Available,15.5,17.9
MEMORIAL HOSPITAL AND MANOR,1500 E SHOTWELL STREET,BAINBRIDGE,GA,39819,22.1,14.9,19.4
TAYLOR REGIONAL HOSPITAL,1297 MACON HIGHWAY,HAWKINSVILLE,GA,31036,Not Available,15.1,17.8
EVANS MEMORIAL HOSPITAL,200 N RIVER STREET,CLAXTON,GA,30417,Not Available,14.8,15.2
WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,20.1,14.2,15.7
SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,2000 DAN PROCTOR DRIVE,SAINT MARYS,GA,31558,Not Available,18.9,18.2
OCONEE REGIONAL MEDICAL CENTER,821 N COBB STREET  POST OFFICE BOX 690,MILLEDGEVILLE,GA,31061,Not Available,14.7,15.5
PERRY HOSPITAL,1120 MORNINGSIDE DR,PERRY,GA,31069,Not Available,15.7,13.9
NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,30342,21,17.4,14.4
PHOEBE NORTH,2000 PALMYRA RD BOX 1908,ALBANY,GA,31701,19,16.9,18
COLISEUM MEDICAL CENTER,350 HOSPITAL DRIVE,MACON,GA,31217,20.6,16.7,16.7
SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,30274,18,15.8,19.2
REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,18.5,15.3,18.8
DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,21.6,16,17
EMORY-ADVENTIST HOSPITAL,3949 SOUTH COBB DRIVE,SMYRNA,GA,30080,Not Available,18.3,17.8
WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,21.8,15,14.2
DOCTORS HOSPITAL,616 19TH STREET,COLUMBUS,GA,31901,Not Available,11.8,17.6
CHESTATEE REGIONAL HOSPITAL,227 MOUNTAIN DR,DAHLONEGA,GA,30533,Not Available,13.9,13.8
FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,Not Available,16.8,19.2
FLINT RIVER HOSPITAL,"509 SUMTER STREET, BOX 770",MONTEZUMA,GA,31063,Not Available,17.4,21.3
PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,21.6,13.9,16.9
EMORY EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,19.8,15.6,12.8
DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,Not Available,15.4,13.5
NORTH FULTON REGIONAL HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,20.7,13.4,15.9
HUGHSTON HOSPITAL,100 FRIST COURT,COLUMBUS,GA,31909,Not Available,Not Available,Not Available
COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,MACON,GA,31210,Not Available,16.5,18.9
WESLEY WOODS GERIATRIC HOSPITAL,"1821 CLIFTON ROAD, NE",ATLANTA,GA,30329,Not Available,14.6,14.7
NORTH GEORGIA MEDICAL CENTER,1362 SOUTH MAIN STREET,ELLIJAY,GA,30540,Not Available,16.7,20.8
TURNING POINT HOSPITAL,3015 VETERANS PARKWAY,MOULTRIE,GA,31788,Not Available,Not Available,Not Available
PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,19,15.5,11.4
SOUTH FULTON MEDICAL CENTER,1170 CLEVELAND AVENUE,EAST POINT,GA,30344,20.8,15.5,18.5
PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,21.2,13.7,13.8
DEKALB MEDICAL CENTER AT HILLANDALE,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,20,13.8,14.7
"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30265,18.2,12.2,13.8
EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,19.1,14.4,16.4
DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR                       ,GA,30033,21.1,15,20.7
AUGUSTA VA MEDICAL CENTER,950 15TH STREET,AUGUSTA                       ,GA,30901,23.6,16,22
DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN                        ,GA,31021,21.1,16.2,17.3
BLECKLEY MEMORIAL HOSPITAL,145 EAST PEACOCK STREET,COCHRAN,GA,31014,Not Available,16,16.6
JASPER MEMORIAL HOSPITAL,898 COLLEGE STREET,MONTICELLO,GA,31064,Not Available,Not Available,16.1
EFFINGHAM COUNTY HOSPITAL,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,Not Available,16.3,17
CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,Not Available,16.2,21.9
PEACH REGIONAL MEDICAL CENTER,"701 BLUE BIRD BOULEVARD, P0 BOX 1799",FORT VALLEY,GA,31030,Not Available,15.3,16.5
PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY,EATONTON,GA,31024,Not Available,14.7,20
PIONEER COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,BLAKELY,GA,39823,Not Available,Not Available,17.3
CHARLTON MEMORIAL HOSPITAL,2449 THIRD STREET,FOLKSTON,GA,31537,Not Available,Not Available,16.1
MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,Not Available,19,21.2
SYLVAN GROVE HOSPITAL,1050 MCDONOUGH ROAD,JACKSON,GA,30233,Not Available,Not Available,Not Available
HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,Not Available,18,16.5
CHATUGE REGIONAL HOSPITAL,110 EAST MAIN STREET,HIAWASSEE,GA,30546,Not Available,16.7,19.4
WILLS MEMORIAL HOSPITAL,120 GORDON STREET,WASHINGTON,GA,30673,Not Available,15.9,16
LOUIS SMITH MEMORIAL HOSPITAL,116 WEST THIGPEN AVENUE,LAKELAND,GA,31635,Not Available,Not Available,20.1
BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,Not Available,20.2,19.3
PHOEBE WORTH MEDICAL CENTER,807 SOUTH ISABELLA STREET,SYLVESTER,GA,31791,Not Available,Not Available,Not Available
"GOOD SAMARITAN HOSPITAL, INC",1201 SILOAM ROAD,GREENSBORO,GA,30642,Not Available,14.9,20.4
POLK MEDICAL CENTER,424 N MAIN STREET,CEDARTOWN,GA,30125,Not Available,Not Available,16.7
MITCHELL COUNTY HOSPITAL,90 STEPHENS STREET,CAMILLA,GA,31730,Not Available,Not Available,17.7
BROOKS COUNTY HOSPITAL,903 N COURT ST,QUITMAN,GA,31643,Not Available,17.3,17.6
CANDLER COUNTY HOSPITAL,400 CEDAR STREET,METTER,GA,30439,Not Available,15.1,18.2
LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY,HINESVILLE,GA,31310,Not Available,14.8,17.3
THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,18.6,15.1,15.3
MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,20.6,19.9,19.4
WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,WAHIAWA,HI,96786,19.1,16.6,19.9
HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,16.4,14.4,14.4
CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,KAILUA,HI,96734,19.2,16.3,15.8
KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,17.5,13.2,13.5
HAWAII MEDICAL CENTER EAST,2230 LILIHA STREET,HONOLULU,HI,96817,19.9,16.5,18.3
KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,Not Available,16.9,Not Available
WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,LIHUE,HI,96766,20,18,15.9
KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,Not Available,20.2,19.4
STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,HONOLULU,HI,96813,19.5,13.8,15.3
PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,22.2,13.7,11.7
HAWAII MEDICAL CENTER WEST,91-2141 FORT WEAVER ROAD,EWA BEACH,HI,96706,21.3,16.4,18.7
NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,Not Available,15.5,17.9
KAUAI VETERANS MEMORIAL HOSPITAL,4643 WAIMEA CANYON DRIVE,WAIMEA,HI,96796,Not Available,Not Available,16.6
MOLOKAI GENERAL HOSPITAL,280 HOME OLU PLACE,KAUNAKAKAI,HI,96748,Not Available,Not Available,Not Available
KAHUKU MEDICAL CENTER,56-117 PUALALEA STREET,KAHUKU,HI,96731,Not Available,Not Available,Not Available
SAMUEL MAHELONA MEMORIAL HOSPITAL,4800 KAWAIHAU ROAD,KAPAA,HI,96746,Not Available,Not Available,Not Available
KULA HOSPITAL,100 KOKEA PLACE,KULA,HI,96790,Not Available,Not Available,Not Available
ST LUKES MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,20.5,16.2,15.4
ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,19.1,14.1,16.8
ST LUKES REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,17.6,15,14.3
ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,17.6,15.8,15.4
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,NAMPA,ID,83686,17.5,13,18.4
WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,20.2,18.7,16.6
EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,21.1,19.2,17.4
MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,REXBURG,ID,83440,Not Available,16.1,15.8
PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,16,16.4,15.7
KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,18.7,20.8,16.3
TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,Not Available,Not Available,Not Available
MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,Not Available,Not Available,Not Available
NORTHWEST SPECIALTY HOSPITAL,1593 EAST POLSTON AVENUE,POST FALLS,ID,83854,Not Available,Not Available,Not Available
IDAHO DOCTORS HOSPITAL,350 NORTH MERIDIAN STREET,BLACKFOOT,ID,83221,Not Available,Not Available,Not Available
BOUNDARY COMMUNITY HOSPITAL,6640 KANIKSU STREET,BONNERS FERRY,ID,83805,Not Available,Not Available,18.7
ONEIDA COUNTY HOSPITAL,150 NORTH 200 WEST,MALAD CITY,ID,83252,Not Available,Not Available,17.3
STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,SALMON,ID,83467,Not Available,Not Available,18.1
WEISER MEMORIAL HOSPITAL,645 EAST 5TH STREET,WEISER,ID,83672,Not Available,Not Available,17.2
SYRINGA GENERAL HOSPITAL,607 W MAIN STREET,GRANGEVILLE,ID,83530,Not Available,Not Available,18.8
BEAR LAKE MEMORIAL HOSPITAL,164 SOUTH FIFTH STREET,MONTPELIER,ID,83254,Not Available,18.7,21
BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,SAINT MARIES,ID,83861,Not Available,Not Available,16.4
CLEARWATER VALLEY HOSPITAL & CLINICS,301 CEDAR STREET,OROFINO,ID,83544,Not Available,14.6,16.7
ST MARYS HOSPITAL,701 LEWISTON ST,COTTONWOOD,ID,83522,Not Available,17.9,16.9
FRANKLIN COUNTY MEDICAL CENTER,44 NORTH FIRST EAST,PRESTON,ID,83263,Not Available,Not Available,18.2
ST LUKES WOOD RIVER MEDICAL CENTER,100 HOSPITAL DRIVE,KETCHUM,ID,83340,Not Available,Not Available,15.3
LOST RIVERS DISTRICT HOSPITAL,551 HIGHLAND DRIVE,ARCO,ID,83213,Not Available,Not Available,15.6
BINGHAM MEMORIAL HOSPITAL,98 POPLAR STREET,BLACKFOOT,ID,83221,Not Available,15.4,15.2
CASSIA REGIONAL MEDICAL CENTER,1501 HILAND AVENUE,BURLEY,ID,83318,Not Available,15.8,16.8
GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843,Not Available,16,16.7
BONNER GENERAL HOSPITAL,520 NORTH THIRD AVENUE BOX 1448,SANDPOINT,ID,83864,Not Available,17.4,15.6
GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,CANTON,IL,61520,Not Available,15.4,20.1
ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002,17.6,13.8,15.6
PROVENA ST JOSEPH MEDICAL CENTER,333 N MADISON,JOLIET,IL,60435,14.9,10.7,11.3
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,17.3,13.1,15.9
EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,15.8,12.1,10.7
HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,20,15.4,18
KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,18.9,15.7,15
PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,PEORIA,IL,61614,20.3,17.3,18.1
BLESSING HOSPITAL,BROADWAY AT 11TH STREET,QUINCY,IL,62301,18,15.7,14.5
MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,19.4,15.9,17.3
SHELBY MEMORIAL HOSPITAL,200 S CEDAR ST,SHELBYVILLE,IL,62565,Not Available,15.9,17
ST MARYS HOSPITAL,111  SPRING STREET,STREATOR,IL,61364,20.5,13.3,17.8
COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,20.8,15.8,14.9
SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,19.1,12.7,14.3
ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,19.1,15.9,14.8
VISTA MEDICAL CENTER WEST,2615 WASHINGTON ST,WAUKEGAN,IL,60085,Not Available,Not Available,Not Available
ST MARYS HOSPITAL,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,19,13.4,12.9
JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO                       ,IL,60612,17.9,10.4,16
GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,GALESBURG,IL,61401,21.1,15.5,19.5
CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,21.2,14.9,14.6
GOOD SAMARITAN REGIONAL HLTH CENTER,605 N 12TH STREET,MOUNT VERNON,IL,62864,15.6,16.2,15.7
ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,17,11,15.7
WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,19.1,14.4,14.5
VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE                      ,IL,61832,Not Available,12.7,15.1
SKOKIE HOSPITAL,9600 GROSS POINT ROAD,SKOKIE,IL,60076,16.5,13.3,11.1
SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,20.3,13.5,15.7
ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,16.5,15.5,20.7
MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,19.9,12.5,16.4
PASSAVANT AREA HOSPITAL,1600 W WALNUT ST,JACKSONVILLE,IL,62650,22.3,15.8,19.4
JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,19.6,14.8,16
PALOS COMMUNITY HOSPITAL,12251 SOUTH 80TH AVENUE,PALOS HEIGHTS,IL,60463,15.5,12.5,10.8
RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,60304,19.5,11.2,12.6
ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,61401,23.2,16,17.5
ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 S WILLOW SPRINGS RD,LA GRANGE,IL,60525,18.4,11,10.6
SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,18.2,16.9,14.7
ROSELAND COMMUNITY HOSPITAL,45 W 111TH STREET,CHICAGO,IL,60628,22.1,11.9,16.2
